funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
16000.0,CA,90000.0,Individual,15.36,Jun-1998,4 years,laborer,664.0,660.0,B,MORTGAGE,67869903,w,522.16,10.78,16000.0,3.0,19.0,2.0,1.0,debt_consolidation,12000.0,54.5,B4, 36 months,Debt consolidation,37.0,Source Verified,923xx,521.91,9.0,1.0,210.0,61.8,1873.0,13979.0,15.0
5575.0,TX,25000.0,Individual,27.89,May-2003,1 year,Customer service,674.0,670.0,B,OWN,68494173,f,175.97,8.49,5575.0,0.0,4.0,0.0,0.0,debt_consolidation,5696.0,74.9,B1, 36 months,Debt consolidation,8.0,Source Verified,761xx,3773.81,4.0,17.0,151.0,89.2,542.0,1424.0,3.0
7000.0,FL,60000.0,Individual,26.08,Feb-1984,8 years,Claims Representative,669.0,665.0,C,RENT,67899354,w,232.47,11.99,7000.0,0.0,8.0,0.0,0.0,credit_card,3595.0,27.9,C1, 36 months,Credit card refinancing,26.0,Source Verified,349xx,4462.69,4.0,13.0,218.0,35.6,6505.0,5532.0,6.0
28000.0,IL,350000.0,Individual,16.82,May-1978,10+ years,sr VP,729.0,725.0,A,MORTGAGE,68385472,w,843.22,5.32,28000.0,4.0,12.0,0.0,0.0,credit_card,151377.0,83.0,A1, 36 months,Credit card refinancing,29.0,Verified,606xx,259.0,9.0,9.0,323.0,82.0,22500.0,66949.0,5.0
12000.0,MO,55000.0,Individual,25.88,Mar-1990,4 years,Speech-Language Pathologist,704.0,700.0,A,MORTGAGE,67939911,w,373.22,7.49,12000.0,2.0,13.0,0.0,0.0,credit_card,32794.0,79.4,A4, 36 months,Credit card refinancing,21.0,Source Verified,652xx,373.21,9.0,3.0,309.0,93.6,764.0,15234.0,6.0
3000.0,UT,41000.0,Individual,22.01,Nov-2000,2 years,driver,699.0,695.0,C,RENT,68375103,f,100.91,12.88,3000.0,0.0,14.0,0.0,0.0,credit_card,6858.0,37.5,C2, 36 months,Credit card refinancing,29.0,Not Verified,840xx,100.91,10.0,1.0,181.0,69.5,2596.0,1539.0,9.0
11000.0,NY,55000.0,Individual,0.94,Aug-2005,10+ years,shipping clerk,734.0,730.0,E,RENT,67565683,w,285.29,18.99,11000.0,0.0,14.0,0.0,0.0,moving,1806.0,4.5,E1, 60 months,Moving and relocation,18.0,Verified,117xx,15.71,4.0,5.0,124.0,4.7,36594.0,129.0,9.0
28000.0,WA,160000.0,Individual,23.69,Sep-1991,1 year,Group Manager,714.0,710.0,A,MORTGAGE,68426438,w,876.26,7.91,28000.0,6.0,16.0,0.0,0.0,home_improvement,158563.0,75.2,A5, 36 months,Home improvement,31.0,Not Verified,980xx,60.45,7.0,14.0,291.0,66.5,38277.0,57587.0,8.0
10000.0,CA,70000.0,Individual,13.46,Apr-2000,8 years,PM Analyst ,664.0,660.0,B,RENT,67910185,w,318.79,9.17,10000.0,0.0,9.0,2.0,1.0,credit_card,12433.0,85.0,B2, 36 months,Credit card refinancing,21.0,Not Verified,958xx,329.36,5.0,1.0,183.0,89.0,5000.0,3247.0,4.0
4000.0,NM,70000.0,Individual,38.95,Oct-1988,4 years,sales clerk,664.0,660.0,C,MORTGAGE,68513917,w,134.55,12.88,4000.0,6.0,16.0,0.0,0.0,credit_card,31755.0,81.0,C2, 36 months,Credit card refinancing,37.0,Not Verified,871xx,175.0,11.0,9.0,326.0,95.6,925.0,20469.0,4.0
1600.0,TX,124000.0,Individual,21.5,Nov-2004,< 1 year,Hes specialist,674.0,670.0,D,OWN,67959884,w,57.74,17.86,1600.0,0.0,14.0,0.0,0.0,other,25674.0,80.2,D5, 36 months,Other,50.0,Verified,770xx,1456.79,8.0,13.0,59.0,96.0,556.0,11883.0,10.0
11000.0,UT,55000.0,Individual,20.27,Dec-1986,2 years,Driver,704.0,700.0,B,MORTGAGE,67868666,w,346.64,8.38,11000.0,1.0,8.0,0.0,0.0,debt_consolidation,623.0,7.4,B1, 36 months,Debt consolidation,23.0,Not Verified,840xx,4646.84,1.0,11.0,348.0,,,39095.0,4.0
15000.0,NY,52000.0,Joint App,18.3,Nov-2003,4 years,Facilities,679.0,675.0,D,MORTGAGE,68514055,w,525.66,15.77,15000.0,4.0,21.0,0.0,0.0,debt_consolidation,9212.0,48.7,D1, 36 months,Debt consolidation,36.0,Verified,140xx,14239.25,9.0,0.0,145.0,54.1,3351.0,10745.0,9.0
11000.0,ND,50000.0,Individual,18.77,Mar-1998,< 1 year,Low voltage tech,679.0,675.0,C,MORTGAGE,67948909,w,251.3,13.18,11000.0,1.0,8.0,0.0,0.0,credit_card,11277.0,60.0,C3, 60 months,Credit card refinancing,17.0,Verified,587xx,5736.95,3.0,8.0,213.0,99.1,88.0,11263.0,2.0
16275.0,CA,36180.0,Individual,35.19,Apr-2002,10+ years,paintong,699.0,695.0,D,RENT,68425965,w,413.02,17.97,16275.0,0.0,7.0,0.0,0.0,debt_consolidation,5752.0,33.0,D4, 60 months,Debt consolidation,19.0,Verified,900xx,413.02,5.0,20.0,164.0,41.0,3475.0,4350.0,3.0
15000.0,MA,52000.0,Individual,33.66,Apr-2003,10+ years,Parts Specialist,719.0,715.0,A,MORTGAGE,67940091,w,462.41,6.89,15000.0,1.0,7.0,0.0,0.0,debt_consolidation,4327.0,60.9,A3, 36 months,Debt consolidation,21.0,Not Verified,015xx,4951.21,2.0,57.0,135.0,34.5,2620.0,23218.0,3.0
15500.0,KS,80000.0,Individual,5.94,Oct-1993,9 years,Quality Engineer,664.0,660.0,B,RENT,68503742,w,494.13,9.17,15500.0,0.0,5.0,0.0,0.0,credit_card,15428.0,57.6,B2, 36 months,Credit card refinancing,18.0,Source Verified,662xx,2915.02,3.0,31.0,266.0,61.0,9872.0,3086.0,0.0
10000.0,OK,77000.0,Individual,11.95,Sep-2002,3 years,Instructor,719.0,715.0,A,RENT,68505222,w,306.45,6.49,10000.0,3.0,11.0,0.0,0.0,debt_consolidation,10270.0,18.6,A2, 36 months,Debt consolidation,34.0,Not Verified,730xx,997.23,6.0,1.0,156.0,19.8,37370.0,6326.0,3.0
16000.0,NJ,52000.0,Individual,33.12,Sep-1995,< 1 year,PAYABLES,709.0,705.0,C,RENT,68536187,w,546.77,13.99,16000.0,0.0,15.0,1.0,1.0,debt_consolidation,7971.0,26.2,C4, 36 months,Debt consolidation,19.0,Source Verified,070xx,546.77,6.0,12.0,243.0,36.7,10641.0,3819.0,6.0
8000.0,NY,45000.0,Individual,14.16,Aug-2007,< 1 year,Bartender,754.0,750.0,B,RENT,68282381,w,261.08,10.78,8000.0,0.0,10.0,0.0,0.0,moving,7551.0,16.7,B4, 36 months,Moving and relocation,20.0,Source Verified,112xx,521.03,7.0,6.0,76.0,18.7,32261.0,2793.0,4.0
10000.0,FL,75000.0,Individual,22.85,May-2003,10+ years,TSgt,714.0,710.0,A,MORTGAGE,68513544,w,301.15,5.32,10000.0,4.0,11.0,0.0,0.0,credit_card,8237.0,42.2,A1, 36 months,Credit card refinancing,28.0,Not Verified,324xx,2087.36,5.0,12.0,94.0,30.4,2714.0,24391.0,6.0
11000.0,CO,40000.0,Individual,10.74,Aug-2010,2 years,Personal  banker,734.0,730.0,B,RENT,68594120,w,358.99,10.78,11000.0,1.0,25.0,0.0,0.0,debt_consolidation,2085.0,5.2,B4, 36 months,Debt consolidation,48.0,Source Verified,806xx,3293.22,4.0,1.0,64.0,1.4,14987.0,9279.0,19.0
16000.0,NY,117000.0,Individual,12.0,Jan-1992,10+ years,Manager,714.0,710.0,A,RENT,68475335,w,500.72,7.91,16000.0,4.0,10.0,0.0,0.0,debt_consolidation,17270.0,41.0,A5, 36 months,Debt consolidation,41.0,Source Verified,145xx,150.0,7.0,2.0,287.0,43.0,8020.0,2989.0,6.0
1000.0,IL,43000.0,Individual,10.49,Aug-2001,10+ years,Mechanic,779.0,775.0,C,MORTGAGE,67899864,w,34.6,14.85,1000.0,3.0,9.0,0.0,0.0,vacation,1025.0,8.1,C5, 36 months,Vacation,18.0,Verified,606xx,903.82,2.0,23.0,172.0,27.0,2775.0,8987.0,4.0
21000.0,CA,144000.0,Individual,20.24,Sep-2002,4 years,RN,674.0,670.0,B,MORTGAGE,67525922,w,662.83,8.49,21000.0,2.0,17.0,0.0,0.0,credit_card,78405.0,88.6,B1, 36 months,Credit card refinancing,47.0,Source Verified,957xx,662.46,7.0,11.0,159.0,99.0,720.0,40092.0,6.0
12000.0,NH,50000.0,Individual,9.1,Apr-2001,8 years,Facilities Mgt,794.0,790.0,A,MORTGAGE,67859724,w,361.38,5.32,12000.0,4.0,15.0,0.0,0.0,debt_consolidation,6646.0,11.6,A1, 36 months,Debt consolidation,37.0,Source Verified,038xx,7785.03,6.0,18.0,176.0,14.3,23136.0,13236.0,2.0
25000.0,CA,103000.0,Individual,15.29,Sep-2003,< 1 year,Senior Software Engineer,714.0,710.0,A,MORTGAGE,68533331,w,777.55,7.49,25000.0,2.0,8.0,0.0,0.0,credit_card,17110.0,82.3,A4, 36 months,Credit card refinancing,35.0,Verified,917xx,6097.71,2.0,35.0,147.0,82.3,3690.0,47582.0,5.0
7700.0,MI,25000.0,Individual,26.69,Dec-1993,,,674.0,670.0,B,MORTGAGE,67646056,w,247.6,9.76,7700.0,3.0,10.0,1.0,1.0,credit_card,3819.0,15.7,B3, 36 months,Credit card refinancing,19.0,Not Verified,496xx,247.22,3.0,9.0,264.0,18.0,17225.0,11964.0,5.0
6475.0,OH,46000.0,Individual,26.91,Sep-1993,10+ years,Nursing supervisor,709.0,705.0,D,MORTGAGE,68483362,w,233.99,17.97,6475.0,4.0,19.0,0.0,0.0,house,55449.0,70.1,D4, 36 months,Home buying,52.0,Not Verified,441xx,1990.16,8.0,3.0,267.0,78.2,15451.0,11050.0,8.0
12950.0,OK,36000.0,Individual,9.67,Mar-2005,10+ years,TeScher,744.0,740.0,B,OWN,67849237,w,425.32,11.22,12950.0,1.0,4.0,0.0,0.0,credit_card,14037.0,38.9,B5, 36 months,Credit card refinancing,21.0,Source Verified,744xx,425.19,2.0,18.0,127.0,38.9,22063.0,4679.0,2.0
20250.0,GA,45000.0,Individual,32.48,May-1995,5 years,Admin Assistant,694.0,690.0,C,OWN,68505313,w,692.0,13.99,20250.0,2.0,17.0,0.0,0.0,debt_consolidation,22848.0,21.0,C4, 36 months,Debt consolidation,30.0,Verified,302xx,691.94,15.0,1.0,247.0,21.0,10220.0,1770.0,3.0
14800.0,CO,65000.0,Individual,18.54,Oct-2005,2 years,Video Production Specialist,704.0,700.0,A,MORTGAGE,67900144,w,445.7,5.32,14800.0,1.0,20.0,0.0,0.0,credit_card,14840.0,47.0,A1, 36 months,Credit card refinancing,30.0,Source Verified,802xx,445.7,5.0,9.0,122.0,48.2,15960.0,16264.0,3.0
12000.0,CA,100000.0,Individual,10.4,May-2003,10+ years,Registered Nurse,769.0,765.0,A,MORTGAGE,68213154,f,361.38,5.32,12000.0,6.0,11.0,0.0,0.0,credit_card,5595.0,11.2,A1, 36 months,Credit card refinancing,27.0,Not Verified,933xx,4235.58,2.0,14.0,151.0,11.9,41505.0,35930.0,3.0
16000.0,VA,106000.0,Individual,9.94,Apr-2000,9 years,Senior Trainer Business Rules,684.0,680.0,C,RENT,68444153,w,367.67,13.44,16000.0,0.0,12.0,0.0,0.0,debt_consolidation,11762.0,55.5,C3, 60 months,Debt consolidation,24.0,Not Verified,201xx,8119.06,6.0,8.0,188.0,68.5,5159.0,3223.0,5.0
8000.0,TX,38000.0,Individual,23.52,Jan-2011,2 years,Staff Accountant,739.0,735.0,B,RENT,68485805,w,263.74,11.48,8000.0,0.0,6.0,0.0,0.0,debt_consolidation,2999.0,12.5,B5, 36 months,Debt consolidation,8.0,Not Verified,783xx,7110.18,3.0,7.0,59.0,12.5,20901.0,5151.0,5.0
20000.0,MD,55000.0,Individual,21.65,Nov-1998,,,734.0,730.0,C,OWN,68018709,w,456.91,13.18,20000.0,0.0,36.0,0.0,0.0,debt_consolidation,41737.0,29.0,C3, 60 months,Debt consolidation,78.0,Not Verified,210xx,15691.33,15.0,12.0,205.0,37.3,57834.0,1391.0,9.0
13000.0,TX,48000.0,Individual,25.53,Oct-2003,8 years,Teacher,739.0,735.0,A,MORTGAGE,68112894,f,401.35,6.99,13000.0,1.0,14.0,0.0,0.0,debt_consolidation,13863.0,59.1,A3, 36 months,Debt consolidation,25.0,Not Verified,786xx,401.07,4.0,13.0,146.0,48.8,7956.0,16858.0,2.0
21000.0,CA,120000.0,Individual,24.44,Dec-2000,1 year,HR Director,699.0,695.0,E,RENT,68364751,w,550.32,19.48,21000.0,0.0,11.0,0.0,0.0,debt_consolidation,35684.0,67.1,E2, 60 months,Debt consolidation,19.0,Source Verified,928xx,550.32,5.0,5.0,180.0,70.5,14746.0,6773.0,8.0
30000.0,TX,72000.0,Individual,23.03,Apr-2003,6 years,Sales ,714.0,710.0,A,MORTGAGE,68463921,f,938.85,7.91,30000.0,2.0,29.0,0.0,0.0,credit_card,36689.0,25.8,A5, 36 months,Credit card refinancing,39.0,Source Verified,762xx,939.29,17.0,10.0,152.0,27.5,75296.0,6299.0,8.0
17700.0,NY,53000.0,Individual,23.48,Jan-2002,,,664.0,660.0,D,MORTGAGE,67409249,w,627.1,16.55,17700.0,1.0,8.0,0.0,0.0,credit_card,38599.0,98.0,D2, 36 months,Credit card refinancing,9.0,Verified,140xx,627.1,6.0,8.0,127.0,98.0,801.0,10324.0,6.0
21000.0,OH,52000.0,Individual,14.47,Jan-2005,< 1 year,Resident physician,684.0,680.0,C,RENT,68367011,w,488.53,13.99,21000.0,0.0,5.0,0.0,0.0,credit_card,20374.0,87.4,C4, 60 months,Credit card refinancing,15.0,Source Verified,441xx,12548.3,3.0,85.0,131.0,87.4,2926.0,74481.0,1.0
6000.0,FL,65000.0,Individual,23.06,May-2001,10+ years,Teacher,709.0,705.0,A,MORTGAGE,68453570,w,187.77,7.91,6000.0,2.0,14.0,0.0,0.0,other,20063.0,57.6,A5, 36 months,Other,30.0,Not Verified,339xx,4196.0,7.0,2.0,175.0,57.6,14537.0,15400.0,3.0
15000.0,TX,67000.0,Individual,15.22,Jun-2004,1 year,clerical ,684.0,680.0,D,OWN,68404802,w,531.74,16.59,15000.0,0.0,6.0,0.0,0.0,other,18229.0,64.0,D2, 36 months,Other,27.0,Verified,750xx,12238.31,3.0,5.0,138.0,64.0,10271.0,5782.0,6.0
15000.0,NJ,100000.0,Individual,10.69,Jan-2005,< 1 year,Pharmacist,674.0,670.0,B,MORTGAGE,68062197,w,478.19,9.17,15000.0,2.0,23.0,0.0,0.0,debt_consolidation,37658.0,40.9,B2, 36 months,Debt consolidation,38.0,Not Verified,088xx,13664.16,11.0,15.0,131.0,50.9,33787.0,18821.0,4.0
12000.0,MN,35000.0,Individual,33.05,Apr-1965,< 1 year,Greeter,684.0,680.0,B,OWN,68443443,w,382.55,9.17,12000.0,5.0,14.0,0.0,0.0,debt_consolidation,18207.0,66.0,B2, 36 months,Debt consolidation,44.0,Not Verified,553xx,382.42,10.0,38.0,608.0,74.9,2135.0,2498.0,1.0
5400.0,KS,102000.0,Individual,9.35,Jun-1999,10+ years,technical specialist,684.0,680.0,C,MORTGAGE,68433781,w,184.54,13.99,5400.0,6.0,11.0,0.0,0.0,other,15768.0,70.4,C4, 36 months,Other,32.0,Verified,672xx,1079.34,7.0,3.0,198.0,84.2,2479.0,26209.0,5.0
5000.0,IL,90000.0,Individual,15.53,Aug-2004,1 year,Senior accounts payable specialist,674.0,670.0,B,RENT,68262473,w,157.82,8.49,5000.0,0.0,12.0,1.0,1.0,credit_card,5875.0,27.2,B1, 36 months,Credit card refinancing,39.0,Source Verified,604xx,3239.64,5.0,7.0,136.0,18.3,13897.0,3857.0,10.0
8000.0,IL,475000.0,Individual,13.0,Jun-1996,2 years,Executive Director,679.0,675.0,B,RENT,67979204,w,252.1,8.38,8000.0,3.0,21.0,0.0,0.0,debt_consolidation,73862.0,76.6,B1, 36 months,Debt consolidation,46.0,Source Verified,606xx,252.1,11.0,23.0,234.0,84.3,10814.0,9233.0,7.0
10800.0,GA,58000.0,Individual,11.94,Jul-2004,4 years,Technical Account Manager,674.0,670.0,B,RENT,68414355,w,352.46,10.78,10800.0,0.0,7.0,0.0,0.0,debt_consolidation,6360.0,55.3,B4, 36 months,Debt consolidation,10.0,Not Verified,300xx,352.46,4.0,11.0,65.0,83.9,1044.0,3274.0,5.0
15000.0,FL,57000.0,Individual,22.02,May-2005,7 years,Depot Driver,689.0,685.0,D,MORTGAGE,68353565,w,362.95,15.77,15000.0,2.0,9.0,0.0,0.0,major_purchase,107.0,0.5,D1, 60 months,Major purchase,32.0,Not Verified,338xx,9869.77,1.0,22.0,122.0,0.0,17600.0,18072.0,6.0
3250.0,IL,70000.0,Individual,9.36,Jun-2005,2 years,Truck driver,669.0,665.0,E,MORTGAGE,67328859,w,122.43,20.99,3250.0,3.0,13.0,0.0,0.0,debt_consolidation,7986.0,37.0,E5, 36 months,Debt consolidation,29.0,Source Verified,613xx,122.3,10.0,2.0,45.0,51.0,2179.0,8537.0,10.0
10500.0,NY,110000.0,Individual,18.15,Jan-2007,< 1 year,Software Developer,714.0,710.0,C,RENT,68453509,w,233.52,11.99,10500.0,0.0,11.0,0.0,0.0,debt_consolidation,7797.0,42.6,C1, 60 months,Debt consolidation,19.0,Not Verified,100xx,7647.8,6.0,19.0,93.0,62.0,4220.0,4022.0,5.0
22800.0,MA,96000.0,Individual,10.77,Mar-1995,10+ years,Energy Manager,704.0,700.0,C,MORTGAGE,68092533,w,757.18,11.99,22800.0,7.0,8.0,0.0,0.0,credit_card,16649.0,95.1,C1, 36 months,Credit card refinancing,29.0,Source Verified,023xx,22652.43,3.0,17.0,180.0,88.5,1526.0,38809.0,2.0
15000.0,CA,113900.0,Individual,24.58,Dec-1995,5 years,Sr. Board Designer,689.0,685.0,C,MORTGAGE,68232435,w,512.6,13.99,15000.0,5.0,9.0,1.0,1.0,credit_card,20029.0,62.8,C4, 36 months,Credit card refinancing,16.0,Verified,951xx,512.6,3.0,28.0,240.0,62.8,11871.0,64734.0,2.0
5200.0,MO,62000.0,Individual,21.25,Jul-1997,5 years,route driver,674.0,670.0,B,MORTGAGE,67910121,w,167.21,9.76,5200.0,0.0,10.0,3.0,0.0,debt_consolidation,4881.0,62.6,B3, 36 months,Debt consolidation,26.0,Source Verified,657xx,3674.9,3.0,2.0,101.0,84.2,919.0,3962.0,7.0
2500.0,NY,99829.0,Individual,19.24,Dec-1998,10+ years,Career counselor,694.0,690.0,F,MORTGAGE,68000142,w,95.47,21.99,2500.0,3.0,10.0,0.0,0.0,other,8172.0,66.4,F1, 36 months,Other,21.0,Verified,109xx,53.07,3.0,1.0,204.0,,,19366.0,6.0
12500.0,FL,34000.0,Individual,27.11,Oct-1998,10+ years,Sales ,689.0,685.0,B,MORTGAGE,68426365,w,407.94,10.78,12500.0,5.0,14.0,0.0,0.0,debt_consolidation,28554.0,66.3,B4, 36 months,Debt consolidation,30.0,Verified,346xx,8213.46,12.0,9.0,206.0,81.0,5739.0,2040.0,4.0
20000.0,AR,125000.0,Individual,16.42,Sep-1987,9 years,Lead Speech Pathologist,694.0,690.0,A,MORTGAGE,68545940,w,622.04,7.49,20000.0,1.0,13.0,0.0,0.0,debt_consolidation,29772.0,75.9,A4, 36 months,Debt consolidation,27.0,Source Verified,718xx,14.08,11.0,25.0,339.0,82.3,4757.0,13912.0,0.0
28000.0,CA,84000.0,Individual,37.26,Oct-1999,10+ years,Engineer Instructor,704.0,700.0,E,RENT,68385791,w,749.65,20.5,28000.0,0.0,22.0,0.0,0.0,debt_consolidation,71192.0,48.5,E4, 60 months,Debt consolidation,52.0,Source Verified,922xx,749.65,9.0,1.0,194.0,31.0,39059.0,5717.0,5.0
6000.0,NJ,41500.0,Individual,19.81,Nov-2004,3 years,Keyboard Clerk II,679.0,675.0,B,RENT,68396300,w,193.05,9.8,6000.0,0.0,9.0,0.0,0.0,credit_card,5513.0,22.1,B3, 36 months,Credit card refinancing,27.0,Verified,088xx,504.9,1.0,6.0,123.0,25.1,16487.0,2254.0,3.0
25000.0,TX,75000.0,Individual,16.48,Sep-2000,3 years,Sales,754.0,750.0,A,MORTGAGE,67908927,w,752.87,5.32,25000.0,1.0,10.0,0.0,0.0,debt_consolidation,23591.0,31.5,A1, 36 months,Debt consolidation,20.0,Not Verified,757xx,8838.56,5.0,12.0,183.0,37.4,28089.0,15715.0,3.0
4000.0,NY,51000.0,Individual,13.51,Apr-2003,6 years,Secure care,704.0,700.0,B,MORTGAGE,68393494,w,131.87,11.48,4000.0,1.0,7.0,0.0,0.0,debt_consolidation,1631.0,14.7,B5, 36 months,Debt consolidation,11.0,Source Verified,129xx,3066.44,3.0,6.0,50.0,43.9,1235.0,20148.0,5.0
12000.0,NV,50000.0,Individual,19.25,Jul-1997,8 years,Technician,719.0,715.0,B,MORTGAGE,67919532,w,250.1,9.17,12000.0,3.0,8.0,0.0,0.0,debt_consolidation,10837.0,33.8,B2, 60 months,Debt consolidation,20.0,Not Verified,891xx,7745.48,4.0,29.0,189.0,43.2,11752.0,16492.0,1.0
12000.0,PA,36000.0,Individual,24.57,Jun-2012,,,679.0,675.0,B,RENT,68353960,w,378.76,8.49,12000.0,0.0,12.0,0.0,0.0,credit_card,11414.0,52.8,B1, 36 months,Credit card refinancing,13.0,Source Verified,191xx,378.76,6.0,7.0,42.0,79.4,1404.0,3660.0,8.0
12375.0,FL,57000.0,Individual,27.22,May-1995,2 years,program manager,679.0,675.0,E,MORTGAGE,67930023,w,448.63,18.2,12375.0,2.0,19.0,0.0,0.0,debt_consolidation,26983.0,73.7,E1, 36 months,Debt consolidation,39.0,Source Verified,329xx,187.18,9.0,3.0,247.0,96.9,386.0,13183.0,7.0
5000.0,WA,24500.0,Individual,24.55,Jan-1994,9 years,Retail associate,694.0,690.0,D,RENT,68405417,w,180.69,17.97,5000.0,0.0,8.0,0.0,0.0,debt_consolidation,13902.0,100.7,D4, 36 months,Debt consolidation,10.0,Verified,986xx,34.02,3.0,56.0,205.0,101.0,0.0,2510.0,1.0
21000.0,TX,81000.0,Individual,23.53,Oct-2001,10+ years,Benefits Coordinator,704.0,700.0,D,MORTGAGE,68595516,w,744.43,16.59,21000.0,1.0,21.0,0.0,0.0,debt_consolidation,31329.0,84.9,D2, 36 months,Debt consolidation,44.0,Verified,776xx,744.43,17.0,12.0,170.0,99.8,20.0,8423.0,5.0
4800.0,MD,100000.0,Individual,28.21,May-1991,7 years,Registered Nurse,724.0,720.0,C,MORTGAGE,68232913,w,164.03,13.99,4800.0,3.0,13.0,0.0,0.0,other,61500.0,65.0,C4, 36 months,Other,31.0,Verified,207xx,164.0,10.0,31.0,295.0,81.0,8625.0,20515.0,1.0
11000.0,IL,53000.0,Individual,11.39,Aug-1995,3 years,Care Coordinator/Supervisor,724.0,720.0,A,MORTGAGE,68008968,w,344.15,7.89,11000.0,4.0,11.0,0.0,0.0,credit_card,13880.0,38.1,A5, 36 months,Credit card refinancing,22.0,Not Verified,618xx,343.83,6.0,9.0,244.0,34.7,20885.0,13206.0,4.0
35000.0,TX,100000.0,Individual,16.84,Jul-1994,3 years,shop manager,719.0,715.0,C,MORTGAGE,68413689,w,814.21,13.99,35000.0,2.0,6.0,0.0,0.0,credit_card,27073.0,82.0,C4, 60 months,Credit card refinancing,14.0,Verified,775xx,814.21,3.0,4.0,257.0,82.0,11067.0,31858.0,4.0
9525.0,FL,68000.0,Individual,25.5,Oct-1996,10+ years,Electronic technician ,684.0,680.0,D,MORTGAGE,68483980,w,333.8,15.77,9525.0,2.0,12.0,0.0,0.0,debt_consolidation,20582.0,82.0,D1, 36 months,Debt consolidation,19.0,Verified,347xx,352.89,9.0,7.0,230.0,100.6,0.0,4982.0,4.0
9600.0,MN,103000.0,Individual,36.49,Nov-1991,10+ years,Athletic Director,714.0,710.0,C,MORTGAGE,68102580,w,318.82,11.99,9600.0,2.0,15.0,0.0,0.0,credit_card,56793.0,96.9,C1, 36 months,Credit card refinancing,42.0,Not Verified,550xx,318.45,4.0,26.0,289.0,96.9,1135.0,30760.0,4.0
9650.0,AR,23000.0,Individual,22.76,Apr-1995,,,679.0,675.0,D,OWN,68062314,w,342.09,16.59,9650.0,4.0,9.0,0.0,0.0,credit_card,14074.0,64.0,D2, 36 months,Credit card refinancing,27.0,Verified,719xx,7108.39,4.0,2.0,248.0,82.8,2926.0,2285.0,3.0
6500.0,OH,55250.0,Individual,1.98,Apr-1997,10+ years,Shipping Supervisor,719.0,715.0,A,MORTGAGE,68593293,w,195.75,5.32,6500.0,2.0,13.0,0.0,0.0,credit_card,3257.0,6.6,A1, 36 months,Credit card refinancing,28.0,Source Verified,440xx,2479.98,4.0,0.0,224.0,2.8,23711.0,9808.0,9.0
6000.0,NY,43000.0,Individual,20.37,Mar-2007,10+ years,Supervisor,684.0,680.0,A,RENT,68416619,w,180.69,5.32,6000.0,0.0,8.0,0.0,0.0,debt_consolidation,4929.0,24.5,A1, 36 months,Debt consolidation,11.0,Source Verified,131xx,4132.68,5.0,16.0,105.0,28.8,7477.0,3468.0,5.0
35000.0,CA,135000.0,Individual,21.01,Apr-1993,10+ years,Marine Officer,709.0,705.0,C,MORTGAGE,67287968,w,823.13,14.48,35000.0,7.0,11.0,0.0,0.0,debt_consolidation,44230.0,100.5,C5, 60 months,Debt consolidation,29.0,Verified,925xx,27938.43,3.0,37.0,272.0,100.6,0.0,61685.0,2.0
25000.0,NY,102000.0,Individual,1.0,Dec-1990,10+ years,Software Developer,844.0,840.0,A,MORTGAGE,67428381,w,770.68,6.89,25000.0,3.0,10.0,0.0,0.0,small_business,1883.0,3.7,A3, 36 months,Business,24.0,Verified,145xx,17397.58,3.0,13.0,300.0,4.6,36542.0,22272.0,3.0
10000.0,PA,80000.0,Individual,11.67,May-2005,5 years,carpenter,689.0,685.0,B,RENT,68553318,w,315.63,8.49,10000.0,0.0,6.0,0.0,0.0,debt_consolidation,7954.0,82.9,B1, 36 months,Debt consolidation,7.0,Source Verified,173xx,5633.69,2.0,24.0,127.0,88.4,1046.0,3483.0,1.0
6000.0,CA,242000.0,Individual,19.22,Jan-1974,10+ years,Director Bus Dev and Tools,744.0,740.0,A,RENT,68465042,f,186.61,7.49,6000.0,3.0,28.0,0.0,0.0,major_purchase,36741.0,43.4,A4, 36 months,Major purchase,47.0,Not Verified,917xx,1105.1,9.0,15.0,503.0,53.1,23701.0,29162.0,7.0
1200.0,MI,22000.0,Individual,32.57,Oct-1988,,,824.0,820.0,A,OWN,67695983,w,37.0,6.89,1200.0,0.0,12.0,0.0,0.0,credit_card,1271.0,3.7,A3, 36 months,Credit card refinancing,52.0,Not Verified,488xx,603.06,3.0,19.0,326.0,0.8,27275.0,1192.0,4.0
28800.0,MA,64000.0,Individual,30.79,May-1981,10+ years,Office Manager,664.0,660.0,D,RENT,68544189,w,1040.76,17.97,28800.0,0.0,27.0,1.0,0.0,debt_consolidation,32674.0,53.0,D4, 36 months,Debt consolidation,38.0,Verified,018xx,1040.76,23.0,0.0,415.0,72.0,1663.0,1835.0,10.0
